name,address,date,score
DESTINATION EDUCATION LEARNING CENTER,4984 RALEIGH LAGRANGE RD  Memphis. TN 38128,July 27. 2020,100
Bon Ton Cafe - Bar,150 Monroe  Memphis. TN 38103,July 27. 2020,99
Olive Garden. The #1553,8405 Hwy 64  Memphis. TN 38133,July 27. 2020,93
Springhill Suites - E & D,85 W. Court St.  Memphis. TN 38103,July 27. 2020,99
Bogie's Deli Downtown,80 Monroe. STE L8  Memphis. TN 38103,July 27. 2020,100
Subway #24362,1204 Houston Levee. Ste 104  Cordova. TN 38018,July 27. 2020,100
JET'S PIZZA - FD-SRV.,4695 POPLAR AVE.  Memphis. TN 38117,July 27. 2020,95
CHICKEN SALAD CHICK,4562 POPLAR AVE #3  Memphis. TN 38117,July 27. 2020,97
LENNY'S,4970 RALEIGH LAGRANGE SUITE 1  Memphis. TN 38128,July 27. 2020,97
COCINA MEXICANA BAR & GRILL,2945 Millbranch RD  Memphis. TN 38116,July 27. 2020,87
Subway #5234,4730 Riverdale. STE #1  Memphis. TN 38141,July 27. 2020,100
Starbucks Coffee #10791,1181 N. Houston Levee Rd.  Cordova. TN 38018,July 27. 2020,98
Olive Garden. The #1553 - Bar,8405 Hwy 64  Memphis. TN 38133,July 27. 2020,100
McDonald's # 22859,3675 Houston Levee Rd.  Collierville. TN 37398,July 27. 2020,99
Port Restaurant. The (Bar),1039 Harbor Ave.  Memphis. TN 38113,July 27. 2020,98
CURRY N JERK (BAR),128 MONROE AVE  Memphis. TN 38103,July 27. 2020,100
Bon Ton Cafe,150 Monroe  Memphis. TN 38103,July 27. 2020,99
Baskin Robbins,1168 N. Houston Levee Ste 102  Cordova. TN 38018,July 26. 2020,97
Swanky's Taco Shop,4770 Poplar Ave.  Memphis. TN 38117,July 26. 2020,95
Three Guy Pizza Pies,9045 U. S. Hwy 64. #105  Arlington. TN 38002,July 26. 2020,93
UNCLE BUCKS RASTAURANT - BAR,1 BASS PRO DRIVE  Memphis. TN 38103,July 26. 2020,100
Schlotzsky's,4758 Poplar Ave.  Memphis. TN 38117,July 26. 2020,94
Subway # 256,4768 Knight Arnold Rd  Memphis. TN 38118,July 26. 2020,98
Kentucky Fried Chicken #51,4790 Riverdale Rd.  Memphis. TN 38115,July 26. 2020,100
Pizza Hut #4121,8979 Hwy 64. STE 3  Arlington. TN 38002,July 26. 2020,96
Happy Times Day Care - Fd Services,3237 S. Perkins  Memphis. TN 38118,July 26. 2020,100
Dixie Queen,1181 S. Bellevue  Memphis. TN 38106,July 26. 2020,92
Wendy's,6781 E. Shelby Drive  Memphis. TN 38141,July 26. 2020,100
DUNKIN DONUTS - FD-SRV.,8984 HWY 64  Arlington. TN 38002,July 26. 2020,95
DUNKIN DONUTS,5150 POPLAR AVE  Memphis. TN 38117,July 26. 2020,95
G.G.'S Angels Child Care Center,2763 N. Highland  Memphis. TN 38128,July 26. 2020,91
Butcher Shop. The ( Bar),107 S. Germantown Parkway  Memphis. TN 38018,July 23. 2020,100
Los Comales Restaurant,4774 Summer Ave.  Memphis. TN 38122,July 23. 2020,86
Taqueria Express #5 Mobile Trailer,4590 SUMMER AVENUE  Memphis. TN 38122,July 23. 2020,95
HOWARD DONUTS - FD-SRV.,8968 HWY 64  Arlington. TN 38002,July 23. 2020,98
HOWARD DONUTS - FD-SRV.,8968 HWY 64  Arlington. TN 38002,July 23. 2020,98
TACO BELL,9821 HWY 64  Cordova. TN 38018,July 23. 2020,94
KRYSTALS,9986 HWY 64  Arlington. TN 38002,July 22. 2020,93
Captain D's Seafood Kitchen #6124,2815 S. Perkins Rd.  Memphis. TN 38118,July 22. 2020,94
Island Queen,45 Riverside Dr.  Memphis. TN 38103,July 22. 2020,99
Memphis Queen #3,45 Riverside Dr.  Memphis. TN 38103,July 22. 2020,99
Lucchesi's Ravioli Pasta,540 S. Mendenhall Ste #2  Memphis. TN 38117,July 22. 2020,97
BROADWAY PIZZA - EAST,629 S MENDENHALL  Memphis. TN 38117,July 22. 2020,96
Louise's Learning Tree - Fd Service,1126 Chelsea  Memphis. TN 38107,July 22. 2020,98
River Oaks Restaurant,5871 Poplar  Memphis. TN 38119,July 22. 2020,94
Subway #26180,1996 S. Houston Levee. STE 105  Collierville. TN 38017,July 22. 2020,99
A Parent's Choice Day Care Center,2501 Jackson Ave.  Memphis. TN 38108,July 22. 2020,97
Sonic,2865 S. Perkins Rd.  Memphis. TN 38118,July 22. 2020,96
Hot Wings Express,3303 Winchester Rd.  Memphis. TN 38118,July 22. 2020,97
Jody's Donut Bakery,1996 Houston Levee Rd.. Ste. 102  Collierville. TN 38017,July 22. 2020,99
TAQUERIA EXPRESS # 3 - FD-SRV.,2841 S PERKINS RD  Memphis. TN 38118,July 22. 2020,92
TCBY,5131 Poplar Ave.. 102  Memphis. TN 38117,July 22. 2020,95
Bogie's Delicatessen Midtown,2098 Lasalle Place.  Memphis. TN 38104,July 21. 2020,96
O'Charley's (Bar) #222,6045 Stage Rd.  Bartlett. TN 38134,July 21. 2020,97
Kentucky Fried Chicken #36,6028 Stage Rd.  Bartlett. TN 38134,July 21. 2020,94
TACO BELL #27244,2702 S. PERKINS RD  Memphis. TN 38118,July 21. 2020,100
McWherter's Senior Citizen Center,1355 Estate  Memphis. TN 38119,July 21. 2020,97
7 Mares Bar & Grill,3681 Jackson Ave.  Memphis. TN 38122,July 21. 2020,90
Taco Bell #20074,911 Estate Dr.  Memphis. TN 38119,July 21. 2020,98
ROOSTER'S CHICKEN SHACK,5980 BARTLETT CENTER DRIVE  Memphis. TN 38134,July 21. 2020,97
El Mezcal,402 Perkins Extended Ste B  Memphis. TN 38117,July 21. 2020,94
Top's Bar-B-Que. Inc. # 4,3970 Rhodes  Memphis. TN 38111,July 21. 2020,96
Rainbow Kids Learning Center - Food,4702 Cottonwood  Memphis. TN 38118,July 21. 2020,100
# 1 CHINESE KITCHEN,1219 GETWELL RD  Memphis. TN 38111,July 21. 2020,94
Kinder Care Learning Cntr / Food Srvc,6000 Bartlett Center Dr.  Memphis. TN 38134,July 21. 2020,99
Ching's Hot Wings,1264 Getwell Rd.  Memphis. TN 38111,July 21. 2020,100
FABULOUS FLAVORS,3473 E. Oakside Dr  Memphis. TN 38118,July 21. 2020,89
Wendy's,749 S. Highland  Memphis. TN 38111,July 20. 2020,99
Community Childcare - Food Service,730 S. Highland St.  Memphis. TN 38111,July 20. 2020,100
Kentucky Fried Chicken #44,727 S. Highland  Memphis. TN 38111,July 20. 2020,96
Mifa-Luther Towers,274 S. Highland  Memphis. TN 38111,July 20. 2020,100
Aldo's (Restaurant),100 S. Main St.  Memphis. TN 38103,July 20. 2020,98
COOKOUT - FD-SRV.,757 S HIGHLAND STREET  Memphis. TN 38111,July 20. 2020,99
DODO PIZZA,6155 POPLAR AVE  Memphis. TN 38119,July 20. 2020,95
MARGIE'S 901. LLC,125 S. Main St.. Ste 101  Memphis. TN 38103,July 20. 2020,100
Parkview,1914 Poplar Ave.  Memphis. TN 38104,July 15. 2020,85
STARBUCKS,110 MONROE AVE  Memphis. TN 38103,July 15. 2020,100
TACOS DON PEDRO (MU),2903 S. PERKINS  Memphis. TN 38118,July 15. 2020,96
Grecian Gourmet Taverna,412 S MAIN ST  Memphis. TN 38103,July 15. 2020,98
Chuckles Comedy House (Food Svcs),1770 Dexter Spring Loop #2  Cordova. TN 38016,July 15. 2020,99
Ellis Seafood & Chicken,1379 Getwell RD  Memphis. TN 38111,July 15. 2020,99
Mandarin Wok II,8023 Hwy 51 N.  Millington. TN 38053,July 15. 2020,93
Chuckles Comedy House (Bar),1770 Dexter Spring Loop #2  Cordova. TN 38016,July 15. 2020,100
COCKEYED ROOSTER,8050 DEXTER RD  Cordova. TN 38016,July 15. 2020,98
Arcade Restaurant,540 S. Main St.  Memphis. TN 38103,July 15. 2020,97
99 Cents Soul Food Express,414 S. Main ST  Memphis. TN 38103,July 14. 2020,96
China House,4780 Riverdale  Memphis. TN 38141,July 14. 2020,99
Little Caesar's,4730 Riverdale  Memphis. TN 38115,July 14. 2020,98
LONGSTREET UNITED METHODIST,5268 AIRWAYS BLVD  Memphis. TN 38116,July 13. 2020,100
Howard's Donuts,4348 Summer Ave.  Memphis. TN 38122,July 13. 2020,93
VFW Post #7175 - Main Bar,4681 Cuba Millington Rd.  Millington. TN 38053,July 13. 2020,98
GLOBAL CHILDREN SERVICES,5235 MARTIN EDWARDS PLACE  Memphis. TN 38116,July 13. 2020,96
VFW Post #7175,4681 Cuba Millington Rd.  Millington. TN 38053,July 13. 2020,97
Hampton Inn & Suites - Continental Brkfst,175 Peabody Pl  Memphis. TN 38103,July 13. 2020,100
Memphis Best Wings,3101 S. Mendenhall Rd.  Memphis. TN 38115,July 13. 2020,99
Parkview,1914 Poplar Ave.  Memphis. TN 38104,July 15. 2020,85
STARBUCKS,110 MONROE AVE  Memphis. TN 38103,July 15. 2020,100
TACOS DON PEDRO (MU),2903 S. PERKINS  Memphis. TN 38118,July 15. 2020,96
Grecian Gourmet Taverna,412 S MAIN ST  Memphis. TN 38103,July 15. 2020,98
Chuckles Comedy House (Food Svcs),1770 Dexter Spring Loop #2  Cordova. TN 38016,July 15. 2020,99
Ellis Seafood & Chicken,1379 Getwell RD  Memphis. TN 38111,July 15. 2020,99
Mandarin Wok II,8023 Hwy 51 N.  Millington. TN 38053,July 15. 2020,93
Chuckles Comedy House (Bar),1770 Dexter Spring Loop #2  Cordova. TN 38016,July 15. 2020,100
COCKEYED ROOSTER,8050 DEXTER RD  Cordova. TN 38016,July 15. 2020,98
Arcade Restaurant,540 S. Main St.  Memphis. TN 38103,July 15. 2020,97
99 Cents Soul Food Express,414 S. Main ST  Memphis. TN 38103,July 14. 2020,96
China House,4780 Riverdale  Memphis. TN 38141,July 14. 2020,99
Little Caesar's,4730 Riverdale  Memphis. TN 38115,July 14. 2020,98
LONGSTREET UNITED METHODIST,5268 AIRWAYS BLVD  Memphis. TN 38116,July 13. 2020,100
Howard's Donuts,4348 Summer Ave.  Memphis. TN 38122,July 13. 2020,93
VFW Post #7175 - Main Bar,4681 Cuba Millington Rd.  Millington. TN 38053,July 13. 2020,98
GLOBAL CHILDREN SERVICES,5235 MARTIN EDWARDS PLACE  Memphis. TN 38116,July 13. 2020,96
VFW Post #7175,4681 Cuba Millington Rd.  Millington. TN 38053,July 13. 2020,97
Hampton Inn & Suites - Continental Brkfst,175 Peabody Pl  Memphis. TN 38103,July 13. 2020,100
Memphis Best Wings,3101 S. Mendenhall Rd.  Memphis. TN 38115,July 13. 2020,99
Porter-Leath Hanley Headstart,2635 Spottswood  Memphis. TN 38114,July 5. 2020,100
PORTER-LEATH EARLY CHILDHOOD CENTER,628 ALICE AVE  Memphis. TN 38106,July 5. 2020,100
D'bo's Buffalo Wings # 2,4407 Elvis Presley  Memphis. TN 38116,June 29. 2020,72
Yum's Restaurant,4571 Elvis Presley  Memphis. TN 38116,June 29. 2020,69
Jackson Corned Beef,845 Jackson Ave.  Memphis. TN 38107,June 28. 2020,89
Big Bill's BBQ,4101 Elvis Presley Blvd.  Memphis. TN 38116,June 28. 2020,88
FREDDY'S FROZEN CUSTARD,825 N GERMANTOWN PKWY  Cordova. TN 38018,June 26. 2020,97
Wang's Mandrin House (E&D),6065 Park Ave.  Memphis. TN 38119,June 25. 2020,98
ROLLIN CAFE,9580 Macon Rd.  Cordova. TN 38016,June 25. 2020,100
Cozy Corner Restaurant,745 N. Parkway  Memphis. TN 38105,June 25. 2020,96
Texas De Brazil,150 Peabody Place.. STE 103  Memphis. TN 38103,June 25. 2020,97
El Gallo Giro Restaurant,3991 Lamar Ave.. UNIT 2  Memphis. TN 38118,June 25. 2020,92
Wang's Mandarin (Bar),6065 Park Ave.  Memphis. TN 38119,June 25. 2020,100
FLIGHT PASTRY KITCHEN - FD-SRV.,39 S MAIN ST.  Memphis. TN 38103,June 25. 2020,99
Sandwiches & More,1621 Semmes  Memphis. TN 38114,June 24. 2020,100
Cafe Eclectic,603 N. Mclean  Memphis. TN 38107,June 24. 2020,97
Zac's,175 Peabody Avenue  Memphis. TN 38103,June 24. 2020,97
Flying Saucer,130 Peabody Pl  Memphis. TN 38103,June 24. 2020,100
The Old Daisy Theater,329 Beale St.  Memphis. TN 38103,June 24. 2020,99
OLYMPIC STEAK & PIZZA,5183 AIRLINE RD  Arlington. TN 38002,June 24. 2020,98
Porter-Leath Hanley Headstart,2635 Spottswood  Memphis. TN 38114,July 5. 2020,100
PORTER-LEATH EARLY CHILDHOOD CENTER,628 ALICE AVE  Memphis. TN 38106,July 5. 2020,100
D'bo's Buffalo Wings # 2,4407 Elvis Presley  Memphis. TN 38116,June 29. 2020,72
Yum's Restaurant,4571 Elvis Presley  Memphis. TN 38116,June 29. 2020,69
Jackson Corned Beef,845 Jackson Ave.  Memphis. TN 38107,June 28. 2020,89
Big Bill's BBQ,4101 Elvis Presley Blvd.  Memphis. TN 38116,June 28. 2020,88
FREDDY'S FROZEN CUSTARD,825 N GERMANTOWN PKWY  Cordova. TN 38018,June 26. 2020,97
Wang's Mandrin House (E&D),6065 Park Ave.  Memphis. TN 38119,June 25. 2020,98
ROLLIN CAFE,9580 Macon Rd.  Cordova. TN 38016,June 25. 2020,100
Cozy Corner Restaurant,745 N. Parkway  Memphis. TN 38105,June 25. 2020,96
Texas De Brazil,150 Peabody Place.. STE 103  Memphis. TN 38103,June 25. 2020,97
El Gallo Giro Restaurant,3991 Lamar Ave.. UNIT 2  Memphis. TN 38118,June 25. 2020,92
Wang's Mandarin (Bar),6065 Park Ave.  Memphis. TN 38119,June 25. 2020,100
FLIGHT PASTRY KITCHEN - FD-SRV.,39 S MAIN ST.  Memphis. TN 38103,June 25. 2020,99
Sandwiches & More,1621 Semmes  Memphis. TN 38114,June 24. 2020,100
Cafe Eclectic,603 N. Mclean  Memphis. TN 38107,June 24. 2020,97
Zac's,175 Peabody Avenue  Memphis. TN 38103,June 24. 2020,97
Flying Saucer,130 Peabody Pl  Memphis. TN 38103,June 24. 2020,100
The Old Daisy Theater,329 Beale St.  Memphis. TN 38103,June 24. 2020,99
OLYMPIC STEAK & PIZZA,5183 AIRLINE RD  Arlington. TN 38002,June 24. 2020,98
Porter-Leath Hanley Headstart,2635 Spottswood  Memphis. TN 38114,July 5. 2020,100
PORTER-LEATH EARLY CHILDHOOD CENTER,628 ALICE AVE  Memphis. TN 38106,July 5. 2020,100
D'bo's Buffalo Wings # 2,4407 Elvis Presley  Memphis. TN 38116,June 29. 2020,72
Yum's Restaurant,4571 Elvis Presley  Memphis. TN 38116,June 29. 2020,69
Jackson Corned Beef,845 Jackson Ave.  Memphis. TN 38107,June 28. 2020,89
Big Bill's BBQ,4101 Elvis Presley Blvd.  Memphis. TN 38116,June 28. 2020,88
FREDDY'S FROZEN CUSTARD,825 N GERMANTOWN PKWY  Cordova. TN 38018,June 26. 2020,97
Wang's Mandrin House (E&D),6065 Park Ave.  Memphis. TN 38119,June 25. 2020,98
ROLLIN CAFE,9580 Macon Rd.  Cordova. TN 38016,June 25. 2020,100
Cozy Corner Restaurant,745 N. Parkway  Memphis. TN 38105,June 25. 2020,96
Texas De Brazil,150 Peabody Place.. STE 103  Memphis. TN 38103,June 25. 2020,97
El Gallo Giro Restaurant,3991 Lamar Ave.. UNIT 2  Memphis. TN 38118,June 25. 2020,92
Wang's Mandarin (Bar),6065 Park Ave.  Memphis. TN 38119,June 25. 2020,100
FLIGHT PASTRY KITCHEN - FD-SRV.,39 S MAIN ST.  Memphis. TN 38103,June 25. 2020,99
Sandwiches & More,1621 Semmes  Memphis. TN 38114,June 24. 2020,100
Cafe Eclectic,603 N. Mclean  Memphis. TN 38107,June 24. 2020,97
Zac's,175 Peabody Avenue  Memphis. TN 38103,June 24. 2020,97
Flying Saucer,130 Peabody Pl  Memphis. TN 38103,June 24. 2020,100
The Old Daisy Theater,329 Beale St.  Memphis. TN 38103,June 24. 2020,99
OLYMPIC STEAK & PIZZA,5183 AIRLINE RD  Arlington. TN 38002,June 24. 2020,98
Subway,1785 Nonconnah Blvd.. STE 115  Memphis. TN 38132,June 8. 2020,94
Wendy's,2760 N. Germantown Parkway  Memphis. TN 38133,June 8. 2020,99
Rendezvous - New Side Bar,52 S. Second  Memphis. TN 38103,June 8. 2020,97
Rendezvous - Standing Bar,52 S. Second St.  Memphis. TN 38103,June 8. 2020,99
Pancake Shop. The,4838 Summer  Memphis. TN 38122,June 8. 2020,90
The Goddard School,190 N. Forest Hill Irene Rd  Cordova. TN 38018,June 7. 2020,100
IHOP # 4427,2810 Wolfcreek Pkwy  Memphis. TN 38133,June 7. 2020,97
Waffle House #1313,8135 Varnabas Rd.  Cordova. TN 38018,June 7. 2020,92
Captain D's # 6127,179 E. H. Crump Blvd.  Memphis. TN 38106,June 7. 2020,97
Irene Golf & Country Club,8141 Irene Blvd.  Memphis. TN 38125,June 4. 2020,99
Great Adventure Childcare (Heartsong),800 N. Houston Levee  Cordova. TN 38018,June 4. 2020,100
EL TORO LOCO - FD-SRV.,2809 KIRBY ROAD  Memphis. TN 38117,June 3. 2020,97
Apple Grove Alzheimers Center,3575 Hacks Cross Rd.  Memphis. TN 38125,June 3. 2020,100
Grand Buffet Restaurant,7954 Hwy 51 N.  Millington. TN 38053,June 1. 2020,88
The Land Academy,3430 Overton Crossing.  Memphis. TN 38127,May 31. 2020,100
Pizza Hut # 4041,4711 Elvis Presley Blvd.  Memphis. TN 38116,May 31. 2020,86
JoAnn's Kids (Fd Svc),3277 N. Watkins  Memphis. TN 38127,May 31. 2020,98
Krystal #MFS007,4395 Elvis Presley  Memphis. TN 38116,May 31. 2020,87
New Hope Christian Academy,3000 University  Memphis. TN 38127,May 31. 2020,100
Kiddie College Child Care - Food Svcs,1980 E. Person Ave.  Memphis. TN 38114,May 31. 2020,100
Subway,1785 Nonconnah Blvd.. STE 115  Memphis. TN 38132,June 8. 2020,94
Wendy's,2760 N. Germantown Parkway  Memphis. TN 38133,June 8. 2020,99
Rendezvous - New Side Bar,52 S. Second  Memphis. TN 38103,June 8. 2020,97
Rendezvous - Standing Bar,52 S. Second St.  Memphis. TN 38103,June 8. 2020,99
Pancake Shop. The,4838 Summer  Memphis. TN 38122,June 8. 2020,90
The Goddard School,190 N. Forest Hill Irene Rd  Cordova. TN 38018,June 7. 2020,100
IHOP # 4427,2810 Wolfcreek Pkwy  Memphis. TN 38133,June 7. 2020,97
Waffle House #1313,8135 Varnabas Rd.  Cordova. TN 38018,June 7. 2020,92
Captain D's # 6127,179 E. H. Crump Blvd.  Memphis. TN 38106,June 7. 2020,97
Irene Golf & Country Club,8141 Irene Blvd.  Memphis. TN 38125,June 4. 2020,99
Great Adventure Childcare (Heartsong),800 N. Houston Levee  Cordova. TN 38018,June 4. 2020,100
EL TORO LOCO - FD-SRV.,2809 KIRBY ROAD  Memphis. TN 38117,June 3. 2020,97
Apple Grove Alzheimers Center,3575 Hacks Cross Rd.  Memphis. TN 38125,June 3. 2020,100
Grand Buffet Restaurant,7954 Hwy 51 N.  Millington. TN 38053,June 1. 2020,88
The Land Academy,3430 Overton Crossing.  Memphis. TN 38127,May 31. 2020,100
Pizza Hut # 4041,4711 Elvis Presley Blvd.  Memphis. TN 38116,May 31. 2020,86
JoAnn's Kids (Fd Svc),3277 N. Watkins  Memphis. TN 38127,May 31. 2020,98
Krystal #MFS007,4395 Elvis Presley  Memphis. TN 38116,May 31. 2020,87
New Hope Christian Academy,3000 University  Memphis. TN 38127,May 31. 2020,100
Kiddie College Child Care - Food Svcs,1980 E. Person Ave.  Memphis. TN 38114,May 31. 2020,100
Subway,1785 Nonconnah Blvd.. STE 115  Memphis. TN 38132,June 8. 2020,94
Wendy's,2760 N. Germantown Parkway  Memphis. TN 38133,June 8. 2020,99
Rendezvous - New Side Bar,52 S. Second  Memphis. TN 38103,June 8. 2020,97
Rendezvous - Standing Bar,52 S. Second St.  Memphis. TN 38103,June 8. 2020,99
Pancake Shop. The,4838 Summer  Memphis. TN 38122,June 8. 2020,90
The Goddard School,190 N. Forest Hill Irene Rd  Cordova. TN 38018,June 7. 2020,100
IHOP # 4427,2810 Wolfcreek Pkwy  Memphis. TN 38133,June 7. 2020,97
Waffle House #1313,8135 Varnabas Rd.  Cordova. TN 38018,June 7. 2020,92
Captain D's # 6127,179 E. H. Crump Blvd.  Memphis. TN 38106,June 7. 2020,97
Irene Golf & Country Club,8141 Irene Blvd.  Memphis. TN 38125,June 4. 2020,99
Great Adventure Childcare (Heartsong),800 N. Houston Levee  Cordova. TN 38018,June 4. 2020,100
EL TORO LOCO - FD-SRV.,2809 KIRBY ROAD  Memphis. TN 38117,June 3. 2020,97
Apple Grove Alzheimers Center,3575 Hacks Cross Rd.  Memphis. TN 38125,June 3. 2020,100
Grand Buffet Restaurant,7954 Hwy 51 N.  Millington. TN 38053,June 1. 2020,88
The Land Academy,3430 Overton Crossing.  Memphis. TN 38127,May 31. 2020,100
Pizza Hut # 4041,4711 Elvis Presley Blvd.  Memphis. TN 38116,May 31. 2020,86
JoAnn's Kids (Fd Svc),3277 N. Watkins  Memphis. TN 38127,May 31. 2020,98
Krystal #MFS007,4395 Elvis Presley  Memphis. TN 38116,May 31. 2020,87
New Hope Christian Academy,3000 University  Memphis. TN 38127,May 31. 2020,100
Kiddie College Child Care - Food Svcs,1980 E. Person Ave.  Memphis. TN 38114,May 31. 2020,100
Subway,1785 Nonconnah Blvd.. STE 115  Memphis. TN 38132,June 8. 2020,94
Wendy's,2760 N. Germantown Parkway  Memphis. TN 38133,June 8. 2020,99
Rendezvous - New Side Bar,52 S. Second  Memphis. TN 38103,June 8. 2020,97
Rendezvous - Standing Bar,52 S. Second St.  Memphis. TN 38103,June 8. 2020,99
Pancake Shop. The,4838 Summer  Memphis. TN 38122,June 8. 2020,90
The Goddard School,190 N. Forest Hill Irene Rd  Cordova. TN 38018,June 7. 2020,100
IHOP # 4427,2810 Wolfcreek Pkwy  Memphis. TN 38133,June 7. 2020,97
Waffle House #1313,8135 Varnabas Rd.  Cordova. TN 38018,June 7. 2020,92
Captain D's # 6127,179 E. H. Crump Blvd.  Memphis. TN 38106,June 7. 2020,97
Irene Golf & Country Club,8141 Irene Blvd.  Memphis. TN 38125,June 4. 2020,99
Great Adventure Childcare (Heartsong),800 N. Houston Levee  Cordova. TN 38018,June 4. 2020,100
EL TORO LOCO - FD-SRV.,2809 KIRBY ROAD  Memphis. TN 38117,June 3. 2020,97
Apple Grove Alzheimers Center,3575 Hacks Cross Rd.  Memphis. TN 38125,June 3. 2020,100
Grand Buffet Restaurant,7954 Hwy 51 N.  Millington. TN 38053,June 1. 2020,88
The Land Academy,3430 Overton Crossing.  Memphis. TN 38127,May 31. 2020,100
Pizza Hut # 4041,4711 Elvis Presley Blvd.  Memphis. TN 38116,May 31. 2020,86
JoAnn's Kids (Fd Svc),3277 N. Watkins  Memphis. TN 38127,May 31. 2020,98
Krystal #MFS007,4395 Elvis Presley  Memphis. TN 38116,May 31. 2020,87
New Hope Christian Academy,3000 University  Memphis. TN 38127,May 31. 2020,100
Kiddie College Child Care - Food Svcs,1980 E. Person Ave.  Memphis. TN 38114,May 31. 2020,100
Papa John's Pizza,2757 S. Mendenhall  Memphis. TN 38115,May 26. 2020,99
Lambs & Ivy - Food,1185 Macon View Dr.  Cordova. TN 38018,May 26. 2020,100
Yang's Deli,4985 Summer Ave.  Memphis. TN 38122,May 25. 2020,93
Mifa-Wesley Towers,5077 Easley  Millington. TN 38053,May 25. 2020,98
C Fu Chinese Restaurant,3135 S. Mendenhall  Memphis. TN 38115,May 25. 2020,98
AMERICAN DELI,3543 S MENDENHALL RD  Memphis. TN 38115,May 25. 2020,99
PLANTATION OAKS HOTEL (FD SRVC),6656 Hwy 51  Millington. TN 38053,May 25. 2020,98
AMERICAN DELI,4471 Summer Ave.  Memphis. TN 38122,May 25. 2020,94
C Fu Chinese Restaurant & Bar,3135 S. Mendenhall  Memphis. TN 38115,May 25. 2020,100
Havana Mix,250 Peabody Place. Ste 105  Memphis. TN 38103,May 25. 2020,96
WHAT ABOUT US,3220 AUSTIN PEAY HWY  Memphis. TN 38128,May 25. 2020,100
Bryants Bar B Q,3965 Summer  Memphis. TN 38122,May 25. 2020,96
Amigos,3121 S. Mendenhall  Memphis. TN 38115,May 25. 2020,96
The Happy Mexican FD,385 S. Second St.  Memphis. TN 38103,May 25. 2020,95
Jack Pirtles Chicken,1217 S. Bellevue Blvd.  Memphis. TN 38106,May 21. 2020,93
Chick Fil A,2849 N. Germantown Pkwy  Bartlett. TN 38133,May 21. 2020,92
ELENA'S TACO SHOP,8610 RICKY BELL COVE  Memphis. TN 38133,May 21. 2020,95
Jim N' Nick's Bar-B-Q,2359 N. Germantown Pkwy  Cordova. TN 38016,May 21. 2020,92
Golden China Restaurant,1160 S. Bellevue  Memphis. TN 38106,May 21. 2020,95
HIGHER LEARNING ENRICHMENT ACADEMY LLC.,5750 WINCHESTER RD.  Memphis. TN 38115,May 20. 2020,100
Papa John's Pizza,2757 S. Mendenhall  Memphis. TN 38115,May 26. 2020,99
Lambs & Ivy - Food,1185 Macon View Dr.  Cordova. TN 38018,May 26. 2020,100
Yang's Deli,4985 Summer Ave.  Memphis. TN 38122,May 25. 2020,93
Mifa-Wesley Towers,5077 Easley  Millington. TN 38053,May 25. 2020,98
C Fu Chinese Restaurant,3135 S. Mendenhall  Memphis. TN 38115,May 25. 2020,98
AMERICAN DELI,3543 S MENDENHALL RD  Memphis. TN 38115,May 25. 2020,99
PLANTATION OAKS HOTEL (FD SRVC),6656 Hwy 51  Millington. TN 38053,May 25. 2020,98
AMERICAN DELI,4471 Summer Ave.  Memphis. TN 38122,May 25. 2020,94
C Fu Chinese Restaurant & Bar,3135 S. Mendenhall  Memphis. TN 38115,May 25. 2020,100
Havana Mix,250 Peabody Place. Ste 105  Memphis. TN 38103,May 25. 2020,96
WHAT ABOUT US,3220 AUSTIN PEAY HWY  Memphis. TN 38128,May 25. 2020,100
Bryants Bar B Q,3965 Summer  Memphis. TN 38122,May 25. 2020,96
Amigos,3121 S. Mendenhall  Memphis. TN 38115,May 25. 2020,96
The Happy Mexican FD,385 S. Second St.  Memphis. TN 38103,May 25. 2020,95
Jack Pirtles Chicken,1217 S. Bellevue Blvd.  Memphis. TN 38106,May 21. 2020,93
Chick Fil A,2849 N. Germantown Pkwy  Bartlett. TN 38133,May 21. 2020,92
ELENA'S TACO SHOP,8610 RICKY BELL COVE  Memphis. TN 38133,May 21. 2020,95
Jim N' Nick's Bar-B-Q,2359 N. Germantown Pkwy  Cordova. TN 38016,May 21. 2020,92
Golden China Restaurant,1160 S. Bellevue  Memphis. TN 38106,May 21. 2020,95
HIGHER LEARNING ENRICHMENT ACADEMY LLC.,5750 WINCHESTER RD.  Memphis. TN 38115,May 20. 2020,100
Sing Lay,2684 Frayser Blvd.  Memphis. TN 38127,May 11. 2020,96
Sonic,4009 Raleigh Frayser  Memphis. TN 38128,May 11. 2020,91
Palmar Mexican Restaurant,4069 Summer Ave.  Memphis. TN 38122,May 11. 2020,92
Sonic Drive-In,3540 Covington Pike  Memphis. TN 38115,May 11. 2020,92
Pizza Hut #1460,2342 Frayser Blvd.  Memphis. TN 38127,May 10. 2020,96
MAKEDA'S COOKIES,488 SOUTH SECOND ST  Memphis. TN 38103,May 10. 2020,100
TACO LOCO,3970 JACKSON AVE  Memphis. TN 38128,May 10. 2020,88
Wendy's #2178,2221 Frayser Blvd.  Memphis. TN 38127,May 10. 2020,94
SZECHUAN  HOT  WOK - FD-SRV.,2578 FRAYSER BLVD.  Memphis. TN 38127,May 10. 2020,95
Exline's Best Pizza,2935 Old Austin Peay HWY  Memphis. TN 38128,May 10. 2020,91
